"sampleID","x-coordinate","y-coordinate","Year","annuprec","annutemp","annusnowcount","annuNAO","Acanthoceras zachariasii","Anathece minutissima","Asterionella formosa","Aulacoseira alpigena","Aulacoseira ambigua","Aulacoseira distans","Aulacoseira italica","Aulacoseira subarctica","Aulomonas purdyi","Bicosoeca ainikkiae","Bicosoeca mitra","Bitrichia chodatii","Botryococcus terribilis","Ceratium hirundinella","Chrysidiastrum catenatum","Chrysolykos planctonicus","Cyanodictyon planctonicum","Cyclotella meneghiniana","Dictyosphaerium subsolitarium","Dinobryon bavaricum","Dinobryon borgei","Dinobryon crenulatum","Dinobryon divergens","Dinobryon sociale","Dinobryon suecicum","Dolichospermum lemmermannii","Elakatothrix gelatinosa","Elakatothrix genevensis","Fragilaria crotonensis","Gonyostomum semen","Gyromitus cordiformis","Katablepharis ovalis","Kephyrion boreale","Kephyrion cupuliforme","Kephyrion ovale","Kephyrion skujae","Koliella longiseta","Koliella spiculiformis","Lanceola spatulifera","Mallomonas akrokomos","Mallomonas caudata","Mallomonas crassisquama","Mallomonas punctifera","Mallomonas tonsurata","Merismopedia warmingiana","Monoraphidium contortum","Monoraphidium dybowskii","Monoraphidium komarkovae","Monoraphidium minutum","Nitzschia acicularis","Parvodinium goslaviense","Parvodinium umbonatum","Planktothrix agardhii","Pseudokephyrion entzii","Rhizosolenia longiseta","Rhodomonas lacustris","Salpingoeca frequentissima","Snowella atomus","Spondylosium planum","Synedra ulna","Tabellaria fenestrata","Tabellaria flocculosa","Telonema subtile","Tetraedron minimum","Ulnaria delicatissima","Ulnaria ulna","Urosolenia eriensis","Woronichinia naegeliana"
"phytoplankton_dec_3_NB_SampleID_13",574499.000006755,7333662.00000588,1999,733.224945068359,0.216666688521709,202,0.390833333333333,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0
"phytoplankton_dec_3_NB_SampleID_14",574499.000005236,7333662.00000462,2000,868.208051681518,1.89166668554147,201,0.206666666666667,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1
"phytoplankton_dec_3_NB_SampleID_15",574499.000000366,7333662.00000519,2001,615.345556259155,0.0999999778966117,197,-0.1825,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1
"phytoplankton_dec_3_NB_SampleID_16",574499.000008841,7333662.00000488,2002,684.806146621704,0.0333331326643632,198,0.0391666666666667,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1
"phytoplankton_dec_3_NB_SampleID_17",574499.000003193,7333662.00000221,2003,561.160099029541,0.908333241939545,203,0.0975,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0
"phytoplankton_dec_3_NB_SampleID_18",574499.000007505,7333662.00000552,2004,719.896401405335,0.850000023841864,190,0.2425,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
"phytoplankton_dec_3_NB_SampleID_19",574499.000000033,7333662.00000662,2005,812.512287139892,1.8750000173847,199,-0.2675,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1
"phytoplankton_dec_3_NB_SampleID_20",574499.000005194,7333662.00000063,2006,551.260831832886,0.808333362142241,202,-0.2075,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"phytoplankton_dec_3_NB_SampleID_21",574499.00000159,7333662.0000072,2007,758.331185340882,1.35833329334855,197,0.173333333333333,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
"phytoplankton_dec_3_NB_SampleID_22",488832.000009171,7342429.00000912,2000,971.212831497192,2.25833335518837,191,0.206666666666667,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
"phytoplankton_dec_3_NB_SampleID_23",488832.000004913,7342429.00000429,2006,466.825112342835,1.54166670143604,190,-0.2075,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
"phytoplankton_dec_3_NB_SampleID_24",488832.000009952,7342429.00000101,2007,788.399738311767,1.89166670044263,184,0.173333333333333,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"phytoplankton_dec_3_NB_SampleID_25",550787.000004641,7358562.00000701,2000,821.528659820557,1.92500008394321,187,0.206666666666667,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1
"phytoplankton_dec_3_NB_SampleID_26",515427.000002479,7381477.00000213,2000,832.62720489502,2.28333341081937,191,0.206666666666667,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1
"phytoplankton_dec_3_NB_SampleID_27",515427.000005237,7381477.00000686,2006,428.753067016602,1.47499996609985,200,-0.2075,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1
"phytoplankton_dec_3_NB_SampleID_28",445849.000006422,7388820.00000098,1998,949.377906799315,-0.675000031789143,199,-0.480833333333333,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
"phytoplankton_dec_3_NB_SampleID_29",421492.000004667,7390284.00000594,1998,1020.9142780304,-0.575000047683722,197,-0.480833333333333,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"phytoplankton_dec_3_NB_SampleID_30",524328.000008133,7394688.00000051,2000,839.189825057984,2.15000011523564,184,0.206666666666667,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0
"phytoplankton_dec_3_NB_SampleID_31",460307.000002626,7444798.00000086,1998,904.857957839966,-1.54166659464439,213,-0.480833333333333,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"phytoplankton_dec_3_NB_SampleID_32",444642.00000147,7450570.00000158,2000,836.182115554809,1.38333334028721,206,0.206666666666667,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0
"phytoplankton_dec_3_NB_SampleID_33",530979.000002979,7523531.00000334,2000,788.409570693969,0.599999894698462,194,0.206666666666667,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1
"phytoplankton_dec_3_NB_SampleID_34",489512.00000539,7539030.00000386,1998,739.917400360107,-2.50833331358929,227,-0.480833333333333,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1
"phytoplankton_dec_3_NB_SampleID_35",489512.000008064,7539030.00000088,1999,540.883039712906,-0.941666563351957,210,0.390833333333333,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1
"phytoplankton_dec_3_NB_SampleID_36",489512.000005944,7539030.00000786,2000,768.735362052918,0.641666789849598,211,0.206666666666667,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1
"phytoplankton_dec_3_NB_SampleID_37",489512.00000099,7539030.00000688,2003,422.932680130005,-0.32500001291434,208,0.0975,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1
"phytoplankton_dec_3_NB_SampleID_38",489512.000009135,7539030.00000151,2004,667.899126052857,-0.199999903639161,206,0.2425,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1
"phytoplankton_dec_3_NB_SampleID_39",489512.000001106,7539030.00000975,2005,594.336083889007,0.74166664481163,201,-0.2675,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
"phytoplankton_dec_3_NB_SampleID_40",489512.000000777,7539030.00000446,2006,469.214487075805,-0.108333354194959,202,-0.2075,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1
"phytoplankton_dec_3_NB_SampleID_41",489512.00000803,7539030.00000014,2007,590.612911224365,0.0916666785875992,200,0.173333333333333,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1
"phytoplankton_dec_3_NB_SampleID_42",381029.000005744,7540383.00000138,2006,648.987489700317,-0.158333400885265,215,-0.2075,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"phytoplankton_dec_3_NB_SampleID_43",381029.000009727,7540383.00000105,2007,744.544178009033,-0.158333232005429,208,0.173333333333333,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0
"phytoplankton_dec_3_NB_SampleID_44",382353.000007148,7548904.00000825,2006,651.726469993591,-0.341666673620545,218,-0.2075,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1
"phytoplankton_dec_3_NB_SampleID_45",382353.00000551,7548904.00000861,2007,745.942623138428,-0.333333273728686,214,0.173333333333333,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1
"phytoplankton_dec_3_NB_SampleID_46",361557.000003808,7588924.00000558,2000,637.12114906311,-0.374999999999997,211,0.206666666666667,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1
"phytoplankton_dec_3_NB_SampleID_47",361557.00000515,7588924.00000319,2006,536.640417098999,-0.508333401133619,203,-0.2075,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
"phytoplankton_dec_3_NB_SampleID_48",536214.00000221,7632392.00000388,1999,701.931394577026,-1.01666678984961,205,0.390833333333333,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1
"phytoplankton_dec_3_NB_SampleID_49",524325.000007945,7633070.00000874,1999,692.748823165893,-1.05833332737288,205,0.390833333333333,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1
"phytoplankton_dec_3_NB_SampleID_50",528817.000008605,7635811.00000214,1999,692.748823165893,-1.05833332737288,205,0.390833333333333,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1
"phytoplankton_dec_3_NB_SampleID_51",551993.000000359,7639992.00000088,1999,688.469811439514,-0.841666748126358,201,0.390833333333333,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1
"phytoplankton_dec_3_NB_SampleID_52",551993.000000842,7639992.00000307,2000,601.122352600098,0.916666746139519,190,0.206666666666667,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
"phytoplankton_dec_3_NB_SampleID_53",551993.000005515,7639992.00000678,2003,477.940936088562,0.408333390951153,196,0.0975,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0
"phytoplankton_dec_3_NB_SampleID_54",503227.000007224,7644208.00000835,1999,638.173279762268,-1.59166668852171,205,0.390833333333333,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1
"phytoplankton_dec_3_NB_SampleID_55",503227.000004753,7644208.00000255,2000,581.820001602173,0.250000019868212,196,0.206666666666667,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0
"phytoplankton_dec_3_NB_SampleID_56",532315.000008728,7644208.00000297,1999,638.108821868896,-0.883333176374444,205,0.390833333333333,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1
"phytoplankton_dec_3_NB_SampleID_57",509385.000009066,7646437.00000493,1999,637.086436271668,-1.33333335320154,205,0.390833333333333,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1
"phytoplankton_dec_3_NB_SampleID_58",525438.000009219,7649365.00000626,1999,622.276712417603,-0.97500020265579,206,0.390833333333333,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1
"phytoplankton_dec_3_NB_SampleID_59",491712.0000018,7651925.00000782,2000,560.748070716858,0.174999912579852,205,0.206666666666667,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0
"phytoplankton_dec_3_NB_SampleID_60",491712.000000154,7651925.00000894,2006,545.417682647705,-0.158333515127492,205,-0.2075,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1
"phytoplankton_dec_3_NB_SampleID_61",538233.000008612,7653144.00000752,1999,653.685523033142,-0.983333309491478,206,0.390833333333333,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1
