"sampleID","x-coordinate","y-coordinate","Year","annuprec","annutemp","annusnowcount","annuNAO","Apodemus agrarius","Apodemus flavicollis","Micromys minutus","Microtus agrestis","Myodes glareolus","Neomys fodiens","Sorex araneus","Sorex minutus"
"smallrodents_dec_3_SB_SampleID_78",368000,6901000,2001,69.6000006198883,3.18333333730698,175,-0.1825,0,0,0,1,1,1,1,0
"smallrodents_dec_3_SB_SampleID_79",368000,6901000,2002,73.9000033140184,3.45000019669534,177,0.0391666666666667,0,0,0,1,1,1,1,0
"smallrodents_dec_3_SB_SampleID_80",368000,6901000,2003,71.1999995708465,3.35833332935969,151,0.0975,0,0,0,1,1,1,1,0
"smallrodents_dec_3_SB_SampleID_81",368000,6901000,2004,70.0999999046326,3.59166665871938,157,0.2425,0,0,0,1,1,0,1,1
"smallrodents_dec_3_SB_SampleID_82",368000,6901000,2005,80.6000010967254,4.1833333770434,155,-0.2675,0,0,1,1,1,1,1,1
"smallrodents_dec_3_SB_SampleID_83",368000,6901000,2006,82.5000013709068,4.25833339989185,151,-0.2075,0,0,0,1,1,0,1,0
"smallrodents_dec_3_SB_SampleID_84",368000,6901000,2007,80.5999991893769,4.24999998013179,122,0.173333333333333,0,0,1,1,1,0,1,1
"smallrodents_dec_3_SB_SampleID_85",675000,6909000,1998,54.0999977588653,1.99166657527288,180,-0.480833333333333,0,0,1,1,1,0,1,0
"smallrodents_dec_3_SB_SampleID_86",675000,6909000,1999,73.5999965667725,3.15833314259848,166,0.390833333333333,0,0,0,0,1,0,0,0
"smallrodents_dec_3_SB_SampleID_87",675000,6909000,2000,82.1000005304813,4.30000004420677,152,0.206666666666667,1,0,1,0,1,0,1,0
"smallrodents_dec_3_SB_SampleID_88",675000,6909000,2001,65.6999998092651,2.72499998410543,168,-0.1825,0,0,1,1,1,0,1,0
"smallrodents_dec_3_SB_SampleID_89",675000,6909000,2006,71.8999984264372,3.34166659911473,156,-0.2075,0,0,0,1,1,0,1,0
"smallrodents_dec_3_SB_SampleID_90",675000,6909000,2007,75.6999992132186,3.80833326776822,158,0.173333333333333,0,1,1,1,1,0,1,0
"smallrodents_dec_3_SB_SampleID_91",506000,6947000,1998,59.900002285838,2.51666679357488,172,-0.480833333333333,0,0,0,1,1,0,1,0
"smallrodents_dec_3_SB_SampleID_92",506000,6947000,1999,76.5999982953072,3.48333325485389,154,0.390833333333333,0,0,0,1,1,0,1,0
"smallrodents_dec_3_SB_SampleID_93",506000,6947000,2000,86.6000008583069,4.67500007152558,144,0.206666666666667,0,0,0,1,0,0,1,0
"smallrodents_dec_3_SB_SampleID_94",506000,6947000,2001,70.1000018119812,3.10000010331471,173,-0.1825,0,0,0,1,1,0,1,0
"smallrodents_dec_3_SB_SampleID_95",506000,6947000,2002,73.4000033140183,3.30000018080076,181,0.0391666666666667,0,0,0,0,1,0,1,0
"smallrodents_dec_3_SB_SampleID_96",506000,6947000,2003,73.6999999880791,3.47499999900659,154,0.0975,0,0,0,0,1,0,1,0
"smallrodents_dec_3_SB_SampleID_97",506000,6947000,2004,70.100001335144,3.45833341280619,164,0.2425,0,0,0,0,1,0,1,0
"smallrodents_dec_3_SB_SampleID_98",506000,6947000,2005,82.6000003814699,4.19166668256125,159,-0.2675,0,0,0,0,1,0,1,0
"smallrodents_dec_3_SB_SampleID_99",506000,6947000,2006,79.7000002264977,3.93333335220814,154,-0.2075,0,0,0,1,1,0,1,0
"smallrodents_dec_3_SB_SampleID_100",506000,6947000,2007,80.1999973952772,4.11666651318472,134,0.173333333333333,0,1,1,1,1,1,1,1
"smallrodents_dec_3_SB_SampleID_101",440000,7e+06,1998,60.8999981880189,2.63333324591319,181,-0.480833333333333,0,0,0,0,1,0,1,0
"smallrodents_dec_3_SB_SampleID_102",440000,7e+06,1999,77.6999994739888,3.60833332128822,156,0.390833333333333,0,0,0,0,1,0,1,0
"smallrodents_dec_3_SB_SampleID_103",440000,7e+06,2000,88.5999988317491,4.82499991854033,152,0.206666666666667,0,0,0,0,1,0,1,0
"smallrodents_dec_3_SB_SampleID_104",440000,7e+06,2001,69.8999984264372,3.1166666150093,178,-0.1825,0,0,0,0,1,0,1,1
"smallrodents_dec_3_SB_SampleID_105",440000,7e+06,2002,74.6000030040743,3.38333350419999,190,0.0391666666666667,0,0,0,1,1,0,1,0
"smallrodents_dec_3_SB_SampleID_106",440000,7e+06,2003,74.8999993577601,3.55833329570791,169,0.0975,0,0,0,0,1,0,1,1
"smallrodents_dec_3_SB_SampleID_107",440000,7e+06,2004,71.5000007152557,3.60000004371007,177,0.2425,0,0,0,0,0,0,1,0
"smallrodents_dec_3_SB_SampleID_108",440000,7e+06,2006,82.699999690056,4.17499994238218,162,-0.2075,0,0,0,1,1,1,1,0
"smallrodents_dec_3_SB_SampleID_109",440000,7e+06,2007,79.7000002264977,4.133333320419,158,0.173333333333333,0,0,0,1,1,0,1,0
"smallrodents_dec_3_SB_SampleID_110",643000,7002000,1998,49.0000021457672,1.64166675011317,180,-0.480833333333333,0,0,0,1,1,0,1,0
"smallrodents_dec_3_SB_SampleID_111",643000,7002000,1999,67.4000003337861,2.70833339293798,166,0.390833333333333,0,0,0,1,1,0,1,0
"smallrodents_dec_3_SB_SampleID_112",643000,7002000,2000,77.6000009551644,3.93333336524665,162,0.206666666666667,0,0,0,0,1,0,1,0
"smallrodents_dec_3_SB_SampleID_113",643000,7002000,2001,60.5999989509583,2.31666656335195,177,-0.1825,0,0,0,1,1,0,1,0
"smallrodents_dec_3_SB_SampleID_114",643000,7002000,2002,61.8999989032745,2.39999987681706,191,0.0391666666666667,0,0,0,1,1,0,1,0
"smallrodents_dec_3_SB_SampleID_115",643000,7002000,2003,64.8999990820886,2.84166665375233,164,0.0975,0,0,0,0,1,0,1,0
"smallrodents_dec_3_SB_SampleID_116",643000,7002000,2004,60.5999987125395,2.64166659116744,173,0.2425,0,0,0,0,1,0,1,0
"smallrodents_dec_3_SB_SampleID_117",643000,7002000,2005,75.4999978542328,3.6499999165535,174,-0.2675,0,0,0,0,1,0,1,0
"smallrodents_dec_3_SB_SampleID_118",643000,7002000,2006,66.6000000461936,2.92500000384947,161,-0.2075,0,0,0,1,1,0,1,0
"smallrodents_dec_3_SB_SampleID_119",643000,7002000,2007,70.2999991178514,3.42499994238218,166,0.173333333333333,0,0,0,1,1,0,1,0
