"sampleID","x-coordinate","y-coordinate","Year","annuprec","annutemp","annusnowcount","annuNAO","Apodemus flavicollis","Microtus agrestis","Myodes glareolus","Neomys fodiens","Sorex araneus","Sorex minutus"
"smallrodents_dec_2_SB_SampleID_97",506000,6947000,1993,57.9999998807907,2.69166667262713,181,0.179166666666667,0,1,0,0,1,0
"smallrodents_dec_2_SB_SampleID_98",506000,6947000,1994,63.5000021457671,2.69166678190231,178,0.575833333333333,0,1,1,0,1,0
"smallrodents_dec_2_SB_SampleID_99",506000,6947000,1995,75.1999996900559,3.69166667262713,184,-0.0808333333333333,0,1,1,0,1,0
"smallrodents_dec_2_SB_SampleID_100",506000,6947000,1996,58.9000000953675,2.63333332538605,172,-0.214166666666667,0,1,1,0,1,0
"smallrodents_dec_2_SB_SampleID_101",506000,6947000,1997,71.8000000119208,3.17499993741511,179,-0.156666666666667,0,1,1,0,1,0
"smallrodents_dec_2_SB_SampleID_102",440000,7e+06,1997,75.4999986290931,3.40833326677481,197,-0.156666666666667,0,0,0,0,1,0
"smallrodents_dec_2_SB_SampleID_103",643000,7002000,1988,59.7000021934511,2.14166676998139,190,-0.0133333333333333,0,1,1,1,1,0
"smallrodents_dec_2_SB_SampleID_104",643000,7002000,1989,83.8000018000604,4.29166672130426,148,0.701666666666667,0,1,1,0,1,0
"smallrodents_dec_2_SB_SampleID_105",643000,7002000,1990,60.8999995589256,2.81666659812133,173,0.594166666666667,0,1,1,0,1,0
"smallrodents_dec_2_SB_SampleID_106",643000,7002000,1991,59.4000008106233,2.52500003576279,160,0.268333333333333,0,1,1,0,1,0
"smallrodents_dec_2_SB_SampleID_107",643000,7002000,1992,63.199999809265,2.82499996821085,202,0.580833333333333,0,1,1,0,1,0
"smallrodents_dec_2_SB_SampleID_108",643000,7002000,1993,45.2000013589858,1.6666667163372,196,0.179166666666667,0,0,1,0,1,0
"smallrodents_dec_2_SB_SampleID_109",643000,7002000,1994,53.2000000476837,1.89166667064031,180,0.575833333333333,0,1,1,0,1,0
"smallrodents_dec_2_SB_SampleID_110",643000,7002000,1995,66.9000014066696,3.08333340287208,191,-0.0808333333333333,0,1,1,0,1,0
"smallrodents_dec_2_SB_SampleID_111",643000,7002000,1996,51.5999995768071,2.06666661550602,166,-0.214166666666667,0,1,1,0,1,0
"smallrodents_dec_2_SB_SampleID_112",643000,7002000,1997,58.3000015020372,2.1500000456969,204,-0.156666666666667,0,1,1,0,1,0
